"","CD4_thymus_1","CD4_thymus_2","CD4_thymus_3","CD4_thymus_4","CD4_bloodinfant_1","CD4_bloodinfant_2","CD4_bloodinfant_3","CD4_bloodinfant_4","CD8_thymus_1","CD8_thymus_2","CD8_thymus_3","CD8_thymus_4","CD8_thymus_5","CD8_bloodinfant_1","CD8_bloodinfant_2","CD8_bloodinfant_3"
"PIAS1",5168,5980,12976,4948,8269,7415,7701,5223,6287,1597,6106,1722,5555,269,386,146
"PIAS2",3091,3741,8034,3144,2845,3280,2901,3384,3168,746,3324,880,3017,115,118,66
"PIAS3",320,584,1104,579,281,484,411,249,606,159,603,194,622,19,28,20
"PIAS4",555,960,2089,853,755,951,720,508,994,296,872,260,646,97,117,30
"PIBF1",3208,4227,7721,3138,3968,5961,3868,3340,3070,941,3690,1111,2481,168,143,92
"PICALM",9065,9764,22922,8439,7676,8536,7180,5996,7547,2424,8104,2565,6035,640,840,283
"PICK1",295,503,890,450,352,623,332,361,612,144,524,176,399,34,37,8
"PID1",9,19,13,5,0,0,24,1,26,5,23,14,17,43,45,10
"PIDD1",256,490,860,521,311,841,358,430,605,135,554,119,502,38,24,19
"PIEZO1",1015,3279,3635,4295,2669,7859,3928,4659,1855,618,2020,625,1712,486,370,166
"PIEZO2",33,58,32,24,0,96,4,22,71,18,74,24,67,0,0,0
"PIF1",123,165,265,197,22,105,50,25,75,22,125,45,55,3,3,4
"PIFO",40,49,158,57,37,33,89,40,70,16,49,14,32,4,3,3
"PIGA",1314,1855,2626,1460,2821,3877,2433,1931,1089,240,1188,365,666,111,63,60
"PIGB",840,1037,1802,690,1078,1287,871,732,681,205,789,205,568,42,66,28
"PIGBOS1",318,348,983,334,222,283,293,83,210,90,304,81,145,16,20,4
"PIGC",2496,3098,6087,2505,3008,3499,2729,1452,1956,610,2480,738,1055,146,153,61
"PIGF",618,639,1516,451,339,505,308,411,661,167,680,155,613,19,29,5
"PIGG",1797,2491,4794,2438,2642,3169,2352,2352,2481,574,2093,531,1922,132,110,72
"PIGH",732,833,1892,750,514,878,487,500,870,269,1068,295,557,22,31,11
"PIGK",3949,4406,8379,3628,6689,7280,5762,2755,3064,877,4245,1081,1686,225,219,121
"PIGL",637,677,1449,645,820,1152,729,883,970,213,947,246,870,32,27,20
"PIGM",1080,1175,3684,1222,687,758,669,404,833,331,1002,344,595,28,37,16
"PIGN",3230,3351,9450,3832,1905,2400,2077,1552,1970,667,2795,844,1690,106,138,61
"PIGO",871,1308,2690,1299,1363,1431,1075,940,1011,307,905,297,809,92,106,63
"PIGP",686,889,2202,928,790,748,605,367,774,246,699,245,370,23,31,18
"PIGQ",429,897,1480,794,536,1010,545,546,862,206,711,223,575,59,60,25
"PIGS",1545,2197,4424,1904,1467,2267,1632,906,1720,534,1777,564,1100,180,184,81
"PIGT",1096,2070,2963,1953,2058,2715,1935,1461,1696,460,1756,565,1164,186,180,111
"PIGU",901,990,2553,1008,541,627,470,329,710,245,968,288,550,29,46,16
"PIGV",574,785,1883,775,375,557,389,260,610,247,744,257,470,40,60,30
"PIGW",544,619,1365,568,559,951,624,403,384,105,491,200,229,28,51,16
"PIGX",1862,2762,5493,2605,1449,1815,1292,900,1552,513,1754,707,875,79,87,36
"PIGZ",101,109,323,227,22,25,8,12,33,10,39,18,48,1,4,0
"PIH1D1",2636,3051,5476,2900,2090,3593,1928,2201,2181,694,2477,728,1293,173,151,66
"PIH1D2",37,62,93,61,4,19,8,5,26,5,39,3,11,1,0,1
"PIK3AP1",1047,1734,2328,1193,450,726,1827,471,1240,230,1087,276,692,695,1353,295
"PIK3C2A",2804,3237,8057,2688,3776,3929,3803,3433,4025,1082,4493,1149,3630,173,254,130
"PIK3C2B",1348,2002,4978,2436,1601,2408,1677,1830,2538,783,2142,663,2347,95,157,57
"PIK3C3",4765,5178,13091,3879,5854,6342,5413,4006,4591,1348,5664,1461,3930,231,249,127
"PIK3CA",5579,8227,15652,5641,9417,10293,8122,10490,5870,1787,6327,1923,4563,310,364,172
"PIK3CB",1585,1689,3218,1249,1345,1037,1276,1369,1054,280,1165,291,1326,60,92,40
"PIK3CD",4850,7456,16238,6978,13916,20775,14580,13755,17142,4325,14893,3340,10963,1196,1308,620
"PIK3CD-AS2",52,110,158,84,21,22,14,3,36,9,56,17,20,1,2,0
"PIK3CG",6597,7763,18259,7379,5923,6477,5986,3350,6877,2104,7390,2428,4356,503,536,258
"PIK3IP1",11405,27778,19909,12758,55579,59890,35100,31233,14342,3574,14834,4699,7933,2208,1074,1551
"PIK3IP1-DT",73,142,56,82,351,325,274,160,190,26,86,32,80,15,4,11
"PIK3R1",8502,11367,24874,12163,19022,19717,20971,10475,12044,3423,12823,3910,8993,823,946,579
"PIK3R3",211,358,1799,394,60,356,287,99,684,200,868,297,517,20,27,10
"PIK3R4",2593,2525,9662,2260,2498,2880,2329,1866,3379,999,3884,1025,2473,109,184,73
"PIK3R5",1717,3360,4573,2638,5051,10898,4865,6472,5145,1554,5141,1148,4380,679,463,315
"PIK3R6",332,389,938,514,104,339,91,168,220,88,184,89,273,18,8,2
"PIKFYVE",7585,9224,23814,8048,7093,10080,7659,6068,10154,2897,9788,3328,8734,350,872,171
"PILRA",17,24,41,15,47,24,63,26,43,15,28,52,49,155,219,25
"PILRB",181,216,378,192,372,261,280,358,302,42,235,202,214,15,17,12
"PIM1",4432,6676,11143,7436,13891,20267,9736,9722,2516,743,2356,1141,1616,455,607,225
"PIM2",6374,9633,14591,8207,20732,24948,18282,12147,6567,1405,5485,1713,3762,710,841,808
"PIM3",1584,2348,2817,2204,7718,11794,4481,5382,1682,373,1614,470,955,728,261,211
"PIMREG",522,529,1009,583,16,146,12,10,72,44,224,94,76,22,0,0
"PIN1",2298,3064,5459,2769,1723,2245,1562,1091,2172,604,2259,718,1460,139,107,66
"PIN4",928,1743,2809,2060,772,1129,663,384,858,336,1159,321,493,24,23,10
"PINK1",598,1013,2060,788,1142,1173,880,589,992,332,987,284,663,94,100,41
"PINK1-AS",144,351,529,541,772,588,736,470,396,170,335,197,292,29,27,25
"PINLYP",193,321,403,212,51,144,28,39,159,47,136,40,115,8,0,3
"PINX1",407,629,892,533,603,766,441,357,462,158,578,175,308,21,28,12
"PIP4K2A",6879,13299,21727,12237,19290,21502,19248,10172,13402,4300,15068,3887,8728,1352,1292,799
"PIP4K2B",4815,7746,15553,7081,5916,7660,5820,3509,6213,2033,6752,1804,4179,384,413,166
"PIP4K2C",361,447,1063,381,595,802,766,404,642,178,701,124,536,45,65,36
"PIP4P1",869,1149,2180,897,1132,1550,1327,1165,1093,251,1013,286,749,66,106,38
"PIP4P2",830,817,1984,592,659,695,654,326,349,170,538,126,471,25,39,24
"PIP5K1A",3194,3568,9285,3151,2071,3076,1918,1690,3826,1202,3938,1245,2695,147,157,61
"PIP5K1B",10,38,30,23,53,144,143,44,22,6,36,6,19,13,91,3
"PIP5K1C",310,545,857,606,878,1129,976,766,982,229,779,188,878,100,114,35
"PIP5KL1",17,45,91,44,14,32,25,38,61,19,45,18,80,3,2,1
"PIPOX",90,109,248,81,77,63,78,33,79,26,89,15,70,5,3,4
"PIR",22,21,31,19,2,11,10,0,36,21,34,11,56,0,0,0
"PISD",718,961,1853,845,674,1196,590,959,1067,279,1076,289,688,93,104,30
"PITHD1",4082,5497,8558,4846,3758,4301,3102,2039,4059,1327,4593,1545,3361,220,218,141
"PITPNA",1451,2176,3960,2252,1291,1660,1480,938,1739,439,1455,474,1469,122,186,56
"PITPNA-AS1",540,605,1145,471,621,623,425,236,357,145,517,146,226,20,23,6
"PITPNB",2066,2193,4955,1971,1682,2223,1621,1552,2434,693,2791,734,2249,109,150,85
"PITPNC1",3100,5608,8229,4010,8607,8852,8458,5257,5934,1856,6416,1828,4167,538,458,253
"PITPNM1",912,2402,2444,1743,1940,3793,2301,1699,4628,1124,4111,1058,2726,351,316,138
"PITPNM2",2585,3888,9280,5635,1908,3196,1907,2497,3792,849,2747,1133,3578,173,119,93
"PITPNM3",9,22,33,29,20,16,11,19,73,16,33,15,34,1,0,0
"PITRM1",3520,5146,9516,5021,3178,4901,3392,2784,4249,1345,4032,1476,3253,208,218,104
"PITRM1-AS1",19,55,87,25,15,34,32,29,57,7,83,20,64,0,1,2
"PIWIL1",23,41,138,16,19,21,23,19,41,3,27,4,17,0,0,0
"PIWIL2",12,19,24,16,15,29,16,33,64,12,50,7,40,1,1,3
"PIWIL3",18,52,83,14,1,2,0,1,31,9,26,9,15,0,0,0
"PIWIL4",220,468,485,240,164,379,143,132,324,62,336,87,269,14,13,4
"PJA1",1053,1391,3359,919,1281,1392,1089,533,1928,754,2821,719,1296,79,100,44
"PJA2",12812,15261,34663,14040,13304,14230,13012,8447,12538,3359,13929,3955,9002,744,858,367
"PJVK",37,39,118,46,36,32,29,43,88,28,88,29,125,1,2,1
"PKD1",1134,3093,4097,3152,3049,4274,3121,3244,5374,1137,4118,954,3500,342,189,130
"PKD1L1",13,19,52,12,45,44,61,27,70,16,48,8,87,1,0,2
"PKD1P2",4,7,10,19,6,31,39,22,199,131,136,50,45,1,1,5
"PKD1P3",74,172,286,186,187,432,157,274,538,85,310,108,271,14,13,15
"PKD1P4",94,284,235,158,146,615,190,309,798,46,534,101,282,27,7,5
"PKD1P5",16,34,43,23,41,121,53,85,658,19,429,142,97,7,0,1
"PKD1P6",114,246,366,229,201,700,276,459,526,110,446,122,336,15,6,10
"PKD2",1073,1408,4217,1360,641,1146,1328,631,1115,372,1170,420,890,33,65,11
"PKD2L2-DT",179,166,396,171,174,161,182,155,100,40,109,20,67,7,5,3
"PKDCC",43,30,74,21,0,1,0,0,73,21,65,33,77,0,0,0
"PKHD1",2,9,12,10,6,0,3,25,84,7,44,2,54,0,0,0
"PKHD1L1",1,5,5,0,23,4,11,6,55,8,47,7,27,43,21,49
"PKIA",6288,10170,15680,5837,5085,6627,4601,2194,3694,1237,5049,1464,2529,138,147,47
"PKIB",166,297,235,66,22,34,26,9,32,9,24,9,25,0,1,0
"PKIG",410,547,790,536,109,278,156,94,288,109,377,123,187,30,142,12
"PKM",20682,29367,38165,24639,17475,23017,15736,8806,14922,5046,17067,6516,8489,1833,1800,707
"PKMP3",25,18,51,29,36,32,47,25,62,24,65,16,63,2,1,3
"PKMYT1",314,762,1118,1077,49,336,77,74,204,69,246,96,167,20,2,8
"PKN1",3219,7364,9977,6544,6407,9319,6679,4429,7251,2227,7378,2252,4173,1009,837,393
"PKN2",3751,3760,9181,3370,3471,4027,3073,3598,3823,1214,4589,1475,3358,153,175,72
"PKN3",104,342,400,297,31,138,75,75,326,78,320,56,127,17,9,6
"PKNOX1",969,881,2525,1014,853,1054,919,587,1001,267,1092,330,1039,39,53,30
"PKNOX2",6,6,10,9,3,1,0,1,54,13,39,13,46,0,5,2
"PKP1",149,109,236,99,0,0,0,0,703,174,619,176,864,0,0,0
"PKP2",128,177,180,134,368,559,160,87,121,30,124,41,121,3,5,2
"PKP3",6,8,26,4,0,0,0,0,44,14,52,23,67,0,0,0
"PKP4",1302,1913,3991,2443,796,1585,973,672,1186,465,1498,542,1206,49,54,13
"PLA2G12A",956,1169,2268,1107,1376,1588,1064,833,1143,359,1506,379,879,95,60,65
"PLA2G15",274,381,852,457,239,293,216,197,291,113,392,119,288,26,30,10
"PLA2G1B",20,28,55,31,4,2,7,1,9,3,9,2,7,0,0,0
"PLA2G2C",43,27,60,12,9,10,4,6,13,2,27,1,17,1,0,0
"PLA2G4A",141,142,484,122,19,112,23,31,68,25,110,27,63,14,13,1
"PLA2G4B",26,35,53,28,83,65,48,68,42,6,57,8,26,0,0,0
"PLA2G4C",29,26,32,49,8,9,8,13,93,19,47,27,86,2,3,2
"PLA2G4F",18,14,25,20,0,0,2,0,46,26,56,34,81,0,0,0
"PLA2G6",691,968,1995,1005,1033,1616,986,970,1908,489,1626,358,1499,93,58,50
"PLA2R1",37,30,220,80,3,8,0,3,67,15,48,38,68,0,0,0
"PLAA",2514,3416,6602,3253,2406,3107,2191,1809,2511,686,2680,891,1649,173,141,84
"PLAAT3",66,58,191,96,23,13,83,26,135,18,106,21,94,18,18,8
"PLAAT4",2148,2165,5466,2014,3712,3603,3454,1675,2622,1117,3536,902,1676,252,304,149
"PLAC8",4861,6680,10624,6453,15057,19197,13728,7655,2519,1351,5586,1415,2562,988,1237,428
"PLAG1",1404,2597,1468,1087,3212,4352,1626,2231,2212,608,3026,857,1574,89,57,55
"PLAGL1",269,389,712,346,56,299,147,121,379,66,271,116,265,10,21,3
"PLAGL2",521,997,1248,1022,617,850,736,653,730,240,764,230,807,77,71,41
"PLAU",63,132,123,89,4,37,22,10,53,30,68,10,49,4,4,0
"PLAUR",160,335,337,410,172,121,211,70,78,26,115,33,95,225,111,25
"PLB1",228,130,138,143,79,114,46,64,53,16,35,12,51,44,27,10
"PLBD1",191,296,249,233,21,17,126,11,50,8,35,13,24,400,264,81
"PLBD2",98,211,214,140,186,166,183,166,175,40,153,42,125,21,32,17
"PLCB1",1375,2093,4160,2004,564,775,769,400,959,315,1272,466,1320,46,51,52
"PLCB1-IT1",21,53,82,28,5,5,10,8,20,3,19,3,52,0,0,0
"PLCB2",1423,2923,3650,2106,2293,5725,2698,2802,5112,1092,4745,930,4777,364,321,149
"PLCB3",238,581,883,521,163,287,228,120,370,111,420,105,274,56,35,16
"PLCB4",353,453,1251,490,19,151,39,47,350,134,524,189,562,3,1,0
"PLCD1",467,666,1483,536,857,1216,802,676,564,162,577,152,441,48,42,17
"PLCD3",20,43,90,53,32,50,36,23,42,13,41,8,36,4,3,1
"PLCE1",29,26,77,34,2,5,5,2,86,19,51,31,115,0,0,0
"PLCG1",6656,12083,19262,9221,10699,23722,10748,11849,21809,5094,20191,4518,16373,928,630,435
"PLCG1-AS1",12,14,26,10,6,23,16,11,77,18,61,9,96,0,0,0
"PLCG2",791,1259,2090,1173,340,402,922,369,633,183,560,178,390,339,887,116
"PLCH1",2415,2553,2950,1382,58,71,17,26,1440,688,928,710,925,8,6,3
"PLCH2",90,250,296,143,237,430,437,206,714,156,235,106,404,52,51,20
"PLCL1",3860,6643,8778,3362,10449,8417,8205,6688,3031,664,2714,886,2039,110,55,39
"PLCL2",3623,5523,8945,3179,10032,13239,11553,6970,6089,1380,6231,1554,4074,540,714,285
"PLCXD1",363,792,1268,985,268,722,368,421,650,281,1210,264,685,27,27,23
"PLCXD2",444,446,805,343,963,942,817,649,1157,323,1267,230,734,61,46,30
"PLCXD3",0,3,4,5,2,0,0,0,38,9,33,2,52,0,0,0
"PLD1",98,154,124,86,62,226,69,42,130,36,118,40,117,19,17,8
"PLD2",81,147,180,110,130,246,143,129,188,45,227,56,272,24,15,8
"PLD3",695,1553,1924,1190,1500,1896,1585,838,1665,464,1534,472,1154,248,215,91
"PLD4",81,179,156,145,73,105,636,271,45,29,51,17,40,41,268,11
"PLD6",125,206,515,156,242,428,273,220,118,31,128,49,72,10,11,3
"PLEC",3953,15506,9049,9342,27600,34347,29391,21797,23983,4386,21575,5084,15515,2806,2588,1148
"PLEK",3272,3709,5160,3249,511,884,1894,421,607,244,637,232,344,1264,1085,347
"PLEK2",195,295,418,98,45,65,37,10,206,91,186,97,258,0,1,0
"PLEKHA1",1119,1638,2419,1232,4589,6389,4825,4492,1762,476,2353,453,1547,220,181,97
"PLEKHA2",5363,6601,13403,6404,5105,6508,6378,3599,5679,1172,5024,1488,3477,573,1484,301
"PLEKHA3",3165,3881,8089,3895,3993,3913,4143,2678,2330,641,2457,645,1911,159,154,111
"PLEKHA3P1",11,16,23,11,8,4,7,2,29,7,31,12,14,1,3,1
"PLEKHA4",62,80,169,78,53,100,55,44,111,41,96,35,74,11,10,3
"PLEKHA5",1728,3183,5617,2038,707,1340,803,449,3751,1074,3158,1002,2629,45,21,12
"PLEKHA6",27,60,47,35,11,31,8,9,80,11,59,9,76,1,0,0
"PLEKHA7",61,108,320,96,64,90,201,48,233,55,114,26,153,5,12,5
"PLEKHA8",1361,1608,3787,1825,1541,1720,1339,993,1347,459,1874,375,1081,61,68,37
"PLEKHA8P1",247,301,950,414,301,369,259,164,370,109,403,131,305,26,24,12
"PLEKHB1",361,569,845,326,1067,773,1123,326,685,364,781,192,644,33,39,10
"PLEKHB2",3526,4128,11365,4240,3195,4295,3356,2265,3954,1196,4241,1247,2640,373,549,186
"PLEKHF1",580,848,1298,369,1030,663,364,395,2279,739,2083,427,1343,72,59,78
"PLEKHF2",6850,8769,13806,5410,4210,4705,4216,2052,5268,1204,5571,1591,2860,187,505,77
"PLEKHG1",844,1831,2671,926,167,240,615,165,1210,161,661,263,795,39,401,15
"PLEKHG2",1115,2317,3344,1827,1019,1799,1120,823,3090,743,2425,659,2676,136,111,58
"PLEKHG3",28,96,71,44,457,1011,787,659,97,14,84,36,110,354,171,162
"PLEKHG4",509,830,1171,704,867,1331,465,627,1123,282,1067,333,706,48,29,33
"PLEKHG4B",88,315,478,269,2,31,7,7,172,121,309,41,179,1,0,0
"PLEKHG5",37,103,122,84,214,280,163,159,111,18,144,28,82,11,5,1
"PLEKHH1",92,120,89,41,21,32,15,17,658,80,373,42,490,0,0,1
"PLEKHH2",13,15,80,15,64,44,129,60,59,5,51,10,55,0,2,1
"PLEKHH3",9,26,57,33,9,8,13,13,52,8,49,17,69,2,1,0
"PLEKHJ1",1281,2045,2903,1716,1477,1732,1327,885,1115,296,1237,342,686,126,115,65
"PLEKHM1",946,1416,2395,1501,1969,2234,1992,1429,1772,396,1240,387,1498,164,176,88
"PLEKHM1P1",875,1576,2376,1228,1897,1996,1490,1833,1993,360,1717,317,1676,103,81,72
"PLEKHM2",1799,3712,4469,3196,3104,5269,3217,2944,3576,913,3592,1003,2528,301,310,175
"PLEKHM3",1476,1675,2864,1384,1050,1018,1039,974,841,205,785,247,912,73,75,36
"PLEKHO1",2883,4941,8031,3655,3122,4203,2655,2132,4177,1248,4263,1236,2308,317,471,125
"PLEKHO2",735,913,2109,726,364,467,595,218,804,209,693,192,519,329,265,104
"PLGLB1",35,40,104,57,63,45,67,85,169,40,171,41,240,1,0,3
"PLGLB2",7,6,19,16,2,4,12,21,27,11,54,4,31,1,0,0
"PLGRKT",1855,2517,3772,1554,1650,2219,1267,736,1111,337,1410,403,596,74,74,50
"PLIN2",2543,4233,6387,3236,3354,4583,2497,1475,1730,602,2261,665,1083,264,174,83
"PLIN3",3025,3467,10264,4251,731,1289,811,626,1982,615,1994,788,1196,126,126,44
"PLK1",844,1163,2122,2066,56,495,126,73,259,105,340,152,218,15,2,15
"PLK2",754,694,2290,968,586,564,451,214,966,151,647,331,377,65,42,31
"PLK3",1532,2203,3298,2019,6717,8080,4126,5951,1329,253,1016,247,733,296,104,154
"PLK4",2402,2601,6448,3080,576,1485,592,445,838,324,1378,640,675,38,11,20
"PLLP",99,322,176,90,329,461,139,249,110,29,98,30,89,8,0,0
"PLN",337,508,696,157,18,15,1,2,59,15,31,17,10,1,1,0
"PLOD1",134,190,189,176,136,333,181,119,257,77,263,97,111,181,111,48
"PLOD2",227,125,286,117,18,181,16,22,225,56,292,131,219,11,0,6
"PLOD3",338,519,822,630,463,772,552,423,419,110,385,89,279,62,65,23
"PLP1",47,14,52,10,0,0,0,0,31,3,42,21,36,0,0,0
"PLP2",737,1240,1914,1136,1038,1324,1468,569,975,332,1061,349,667,198,252,72
"PLPBP",2763,2861,8563,3873,1756,2360,2209,1157,1889,841,2448,777,1417,145,188,84
"PLPP1",591,666,1918,725,361,471,404,247,439,162,522,182,267,21,26,12
"PLPP3",832,1325,2577,806,11,38,16,10,314,169,266,200,228,5,19,1
"PLPP5",956,989,1375,1021,437,490,377,267,726,211,760,273,493,30,70,14
"PLPP6",772,1028,1986,705,1035,1111,697,525,398,165,649,260,339,39,45,19
"PLPP7",12,18,79,8,5,19,21,11,20,5,33,7,18,8,9,1
"PLPPR2",11,50,65,43,35,63,54,63,68,7,62,6,94,34,27,10
"PLRG1",3582,4106,9943,3293,3171,4097,3048,1676,2849,994,3612,1165,1803,143,198,70
"PLS1",654,655,2224,884,368,299,342,132,377,108,457,125,202,8,14,3
"PLS3",398,520,1116,512,72,243,127,24,140,69,256,115,139,0,9,1
"PLSCR1",2480,2839,7767,2324,839,1340,1127,477,2380,629,2399,703,1621,135,194,57
"PLSCR3",15,7,11,8,38,83,32,47,23,2,24,2,11,2,2,0
"PLSCR4",28,30,128,13,3,28,2,12,77,22,61,32,64,0,3,0
"PLTP",649,629,1037,626,7,84,3,21,717,434,646,292,1246,5,2,1
"PLXDC1",705,1291,1414,847,1136,1595,774,955,5843,1386,4884,1228,5914,78,48,30
"PLXDC2",258,461,439,406,149,273,322,179,231,71,192,123,253,329,361,107
"PLXNA1",369,882,984,669,777,862,822,826,889,222,808,235,718,30,57,20
"PLXNA2",17,28,64,35,17,18,26,11,112,29,81,23,94,16,11,5
"PLXNA3",259,631,783,527,518,1229,708,945,1535,236,1141,254,1360,44,58,33
"PLXNA4",12,55,109,24,418,660,619,487,147,124,312,33,134,90,26,36
"PLXNB1",347,611,1139,428,50,156,39,46,1385,232,948,177,899,2,2,0
"PLXNB2",249,663,533,674,66,255,301,150,475,116,484,161,426,453,478,81
"PLXNC1",1712,2168,4520,2044,1874,2566,2773,2141,1091,321,1097,313,854,365,723,136
"PLXND1",1313,5006,4833,5505,468,560,547,381,1720,828,1594,917,1635,215,147,68
"PM20D2",6148,6481,17130,7844,1840,3244,1766,1177,2607,1101,4210,1155,2063,90,110,44
"PMAIP1",4300,6606,8451,6429,1764,4308,2349,1299,1311,364,1640,855,766,219,164,81
"PMCH",99,84,176,17,4,1,0,1,6,2,1,0,5,0,0,0
"PMEPA1",229,744,994,381,590,710,400,342,1229,217,1634,249,884,21,118,26
"PMF1",911,1338,1608,931,792,1124,732,726,632,241,648,217,460,54,51,23
"PMFBP1",75,134,302,138,50,88,101,52,289,55,194,58,187,4,8,7
"PML",716,1565,2901,1556,984,1739,1287,792,1959,488,1517,471,1561,108,164,42
"PMM1",311,464,821,428,381,562,303,236,335,76,329,99,281,41,22,7
"PMM2",777,1426,2355,1014,1201,1646,1196,1041,1026,277,1106,338,767,85,73,29
"PMP22",54,80,95,42,19,19,24,3,90,15,50,45,50,0,0,0
"PMPCA",1953,2502,5617,2635,1672,2536,1872,1762,1985,516,1865,579,1139,110,144,66
"PMPCB",6555,7590,15916,6935,5903,8013,5852,4059,4521,1421,5773,1524,3192,248,284,147
"PMS1",2247,2073,5369,1896,1614,2240,1376,810,1978,687,2804,874,1437,69,97,52
"PMS2",741,1068,2286,1012,1056,1680,1161,854,1066,382,1467,518,666,58,46,37
"PMS2CL",721,1389,1602,1056,1386,2070,1278,1031,1149,337,1439,382,962,87,56,51
"PMS2P1",859,1011,1582,968,681,950,546,445,603,180,671,171,357,46,42,24
"PMS2P12",41,41,133,35,34,24,39,23,6,0,3,11,2,0,3,0
"PMS2P13",16,98,49,22,17,14,19,7,10,2,14,3,5,1,0,0
"PMS2P2",20,14,26,22,8,9,9,5,121,1,8,2,7,2,3,1
"PMS2P3",675,791,1266,635,846,911,747,576,551,155,680,156,425,38,39,20
"PMS2P4",239,282,337,228,250,252,193,121,160,39,208,54,140,16,4,5
"PMS2P5",74,40,119,78,66,82,32,63,55,14,70,19,35,1,1,3
"PMS2P6",65,68,101,40,90,88,56,46,52,31,147,46,92,2,4,0
"PMS2P7",103,119,288,108,78,106,92,63,102,11,94,25,56,7,2,2
"PMVK",322,502,1042,690,466,663,443,239,388,126,469,166,216,41,38,13
"PNISR",10520,15478,26473,13489,14269,22416,15683,17813,23543,5602,25876,6706,18899,527,520,264
"PNKD",955,1133,2218,1050,738,850,676,352,700,266,891,230,445,80,54,29
"PNKP",948,1393,2987,1341,1083,1710,1057,987,1346,321,1331,319,1025,124,67,49
"PNLDC1",87,24,33,18,44,15,6,7,30,8,19,5,19,0,0,1
"PNMA1",1849,2324,4569,1787,1751,1977,1786,1163,1098,364,1437,349,889,108,93,62
"PNMA2",83,68,229,62,5,3,0,2,53,24,54,32,30,0,0,0
"PNMA3",47,75,71,56,187,173,111,63,255,26,97,80,533,0,6,3
"PNMA8A",320,209,603,144,0,1,0,0,1108,447,1523,247,1510,0,0,0
"PNMA8B",23,31,39,32,17,2,7,1,124,57,145,57,168,2,0,0
"PNN",5030,8748,17429,9359,7629,10884,7759,5974,9369,1923,8585,2551,6769,274,299,156
"PNO1",1791,2297,3878,1943,1765,2359,1508,1396,988,263,1137,393,605,86,66,46
"PNOC",9,34,46,16,8,4,107,20,20,9,14,4,10,3,59,3
"PNP",2216,1805,5279,1781,1345,2009,1520,685,1623,719,2675,670,1226,253,213,71
"PNPLA2",788,1640,2137,1437,1738,2494,1819,1675,1851,322,1352,295,1198,149,140,92
"PNPLA4",759,531,2041,704,451,399,420,267,324,113,457,146,232,14,36,7
"PNPLA6",775,1355,2250,1311,1372,1876,1750,1250,1671,431,1426,412,1096,263,317,99
"PNPLA7",102,198,193,132,232,216,159,193,356,69,345,43,302,13,41,6
"PNPLA8",3872,4352,11257,3629,5147,7275,4570,4722,3086,934,3765,1146,2319,253,313,122
"PNPO",1225,1427,3517,1716,634,1130,720,331,1204,457,1469,487,821,52,62,24
"PNPT1",3327,4021,8572,3468,2675,3547,2802,1991,3133,919,4058,1298,2044,136,150,76
"PNRC1",35303,51194,81247,41944,73155,61136,61243,34849,35184,8860,39752,10196,21594,3078,3525,1803
"PNRC1-DT",60,38,57,23,21,17,10,3,16,7,13,4,9,1,0,0
"PNRC2",19701,23870,46879,19516,23704,25217,20795,11417,14819,5122,20643,5161,9333,909,1061,544
"POC1A",634,737,1620,1067,59,185,89,66,193,73,230,90,175,11,6,4
"POC1B",1569,1777,3323,1452,1747,2174,1661,942,1155,432,1319,402,1054,89,120,51
"POC1B-AS1",165,117,462,309,382,168,282,321,312,62,258,78,283,6,13,7
"POC5",752,796,1999,550,746,1373,737,625,837,251,911,334,605,58,28,23
"PODN",45,62,199,108,0,0,1,0,98,31,62,37,92,2,4,2
"PODXL",19,22,29,35,5,31,24,9,76,10,51,15,72,2,9,3
"PODXL2",236,611,655,397,246,546,246,136,416,79,462,165,164,20,34,3
"POF1B",0,3,5,10,12,28,7,13,51,10,48,3,44,0,0,0
"POFUT1",2240,3454,6159,2900,2001,2664,1868,1146,2073,668,2408,810,1355,160,180,83
"POFUT2",413,803,1149,705,858,1535,895,1067,957,213,943,188,661,88,45,42
"POGK",4275,5912,12314,4601,5139,5554,4513,2654,4762,1439,5600,1656,2922,240,367,134
"POGLUT1",1595,1811,4087,1329,1256,2127,1265,977,1647,484,1900,575,1215,98,83,28
"POGLUT2",612,481,1323,650,34,121,48,27,166,61,406,115,98,2,6,1
"POGLUT2P1",30,28,74,28,33,7,22,36,30,9,20,5,36,0,1,0
"POGLUT3",2548,3732,8126,3994,766,1710,1250,590,1529,616,2157,883,1168,71,80,36
"POGZ",1848,3038,5004,2710,3294,3675,3377,2141,3968,1038,3693,955,4363,155,150,89
"POLA1",4665,5834,11566,6357,1658,2947,1975,1187,2474,880,3165,1150,1991,112,78,59
"POLA2",2042,2570,4309,2475,1044,1541,855,734,1040,337,1212,442,813,62,45,25
"POLB",1542,1480,3656,1351,1314,1694,1131,1169,1157,379,1508,386,772,63,68,40
"POLD1",1873,3360,4855,3564,964,1958,959,684,1586,542,1651,625,934,116,92,45
"POLD2",3057,4298,6987,4708,1667,2660,1437,1056,2021,793,2591,1036,1367,143,128,59
"POLD3",1707,2470,4654,1958,1270,2233,1065,638,1302,396,1717,540,845,71,82,40
"POLD4",184,281,395,189,386,485,296,216,360,97,318,81,187,19,27,11
"POLDIP2",3021,3920,7563,3683,2218,3426,2278,1338,2116,671,2360,810,1388,204,218,74
